"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Apr 27 08:36:14 GMT 2024","Sat Apr 27 08:36:14 GMT 2024","317","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sat Apr 27 08:36:05 GMT 2024","Sat Apr 27 08:36:08 GMT 2024","2567","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sat Apr 27 08:31:02 GMT 2024","Sat Apr 27 08:31:04 GMT 2024","2090","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sat Apr 27 08:33:32 GMT 2024","Sat Apr 27 08:33:36 GMT 2024","3982","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sat Apr 27 08:38:36 GMT 2024","Sat Apr 27 08:38:40 GMT 2024","3844","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sat Apr 27 08:36:39 GMT 2024","Sat Apr 27 08:36:41 GMT 2024","2630","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sat Apr 27 08:36:21 GMT 2024","Sat Apr 27 08:36:24 GMT 2024","2619","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sat Apr 27 08:36:15 GMT 2024","Sat Apr 27 08:36:15 GMT 2024","146","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sat Apr 27 08:36:08 GMT 2024","Sat Apr 27 08:36:12 GMT 2024","3806","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sat Apr 27 08:32:50 GMT 2024","Sat Apr 27 08:32:53 GMT 2024","2830","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sat Apr 27 08:36:14 GMT 2024","Sat Apr 27 08:36:15 GMT 2024","234","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sat Apr 27 08:32:47 GMT 2024","Sat Apr 27 08:32:50 GMT 2024","2720","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sat Apr 27 08:33:56 GMT 2024","Sat Apr 27 08:33:59 GMT 2024","2749","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Sat Apr 27 08:30:46 GMT 2024","Sat Apr 27 08:30:47 GMT 2024","228","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sat Apr 27 08:33:01 GMT 2024","Sat Apr 27 08:33:03 GMT 2024","2317","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sat Apr 27 08:36:01 GMT 2024","Sat Apr 27 08:36:05 GMT 2024","4033","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sat Apr 27 08:30:47 GMT 2024","Sat Apr 27 08:30:47 GMT 2024","43","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sat Apr 27 08:33:07 GMT 2024","Sat Apr 27 08:33:10 GMT 2024","2140","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sat Apr 27 08:33:54 GMT 2024","Sat Apr 27 08:33:56 GMT 2024","2595","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sat Apr 27 08:31:05 GMT 2024","Sat Apr 27 08:31:07 GMT 2024","2488","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sat Apr 27 08:36:30 GMT 2024","Sat Apr 27 08:36:33 GMT 2024","2596","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sat Apr 27 08:36:36 GMT 2024","Sat Apr 27 08:36:39 GMT 2024","2550","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sat Apr 27 08:33:24 GMT 2024","Sat Apr 27 08:33:24 GMT 2024","315","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sat Apr 27 08:30:54 GMT 2024","Sat Apr 27 08:30:56 GMT 2024","2096","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sat Apr 27 08:33:05 GMT 2024","Sat Apr 27 08:33:07 GMT 2024","2803","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"broken","Sat Apr 27 08:37:46 GMT 2024","Sat Apr 27 08:38:16 GMT 2024","30150","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sat Apr 27 08:38:40 GMT 2024","Sat Apr 27 08:38:43 GMT 2024","2605","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sat Apr 27 08:38:20 GMT 2024","Sat Apr 27 08:38:24 GMT 2024","3365","webkit","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sat Apr 27 08:33:19 GMT 2024","Sat Apr 27 08:33:22 GMT 2024","3297","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sat Apr 27 08:35:42 GMT 2024","Sat Apr 27 08:35:45 GMT 2024","3228","firefox","registration.spec.ts","Registration page","","","should have validation",""
