"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue May 07 17:14:28 GMT 2024","Tue May 07 17:14:32 GMT 2024","3337","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Tue May 07 17:10:43 GMT 2024","Tue May 07 17:10:45 GMT 2024","2129","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Tue May 07 17:10:28 GMT 2024","Tue May 07 17:10:28 GMT 2024","117","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Tue May 07 17:16:12 GMT 2024","Tue May 07 17:16:16 GMT 2024","3430","webkit","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Tue May 07 17:10:35 GMT 2024","Tue May 07 17:10:37 GMT 2024","2125","chromium","login.spec.ts","Login form","","","should login with right creds",""
"failed","Tue May 07 17:12:27 GMT 2024","Tue May 07 17:12:29 GMT 2024","2520","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Tue May 07 17:14:08 GMT 2024","Tue May 07 17:14:08 GMT 2024","380","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Tue May 07 17:12:36 GMT 2024","Tue May 07 17:12:40 GMT 2024","3715","firefox","dashboard.spec.ts","","","","Create login context",""
"failed","Tue May 07 17:13:47 GMT 2024","Tue May 07 17:13:51 GMT 2024","3915","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Tue May 07 17:12:45 GMT 2024","Tue May 07 17:12:48 GMT 2024","3482","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Tue May 07 17:13:26 GMT 2024","Tue May 07 17:13:30 GMT 2024","4038","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Tue May 07 17:14:32 GMT 2024","Tue May 07 17:14:36 GMT 2024","3659","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Tue May 07 17:13:57 GMT 2024","Tue May 07 17:13:59 GMT 2024","2621","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Tue May 07 17:15:54 GMT 2024","Tue May 07 17:15:57 GMT 2024","3556","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Tue May 07 17:15:49 GMT 2024","Tue May 07 17:15:54 GMT 2024","5211","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Tue May 07 17:14:08 GMT 2024","Tue May 07 17:14:09 GMT 2024","269","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Tue May 07 17:12:15 GMT 2024","Tue May 07 17:12:18 GMT 2024","2950","chromium","registration.spec.ts","Registration page","","","should have validation",""
"failed","Tue May 07 17:14:17 GMT 2024","Tue May 07 17:14:20 GMT 2024","3242","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Tue May 07 17:16:21 GMT 2024","Tue May 07 17:16:24 GMT 2024","3046","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Tue May 07 17:12:50 GMT 2024","Tue May 07 17:12:50 GMT 2024","271","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Tue May 07 17:10:28 GMT 2024","Tue May 07 17:10:28 GMT 2024","248","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Tue May 07 17:13:20 GMT 2024","Tue May 07 17:13:23 GMT 2024","2615","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Tue May 07 17:10:28 GMT 2024","Tue May 07 17:10:28 GMT 2024","111","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
