"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 15:25:03 GMT 2024","Wed Apr 24 15:25:03 GMT 2024","156","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Wed Apr 24 15:21:34 GMT 2024","Wed Apr 24 15:21:41 GMT 2024","6516","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Wed Apr 24 15:25:21 GMT 2024","Wed Apr 24 15:25:24 GMT 2024","2745","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Wed Apr 24 15:21:43 GMT 2024","Wed Apr 24 15:21:43 GMT 2024","43","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Wed Apr 24 15:21:43 GMT 2024","Wed Apr 24 15:21:43 GMT 2024","167","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Wed Apr 24 15:24:55 GMT 2024","Wed Apr 24 15:25:01 GMT 2024","5541","webkit","dashboard.spec.ts","","","","Create login context",""
"failed","Wed Apr 24 15:24:43 GMT 2024","Wed Apr 24 15:24:46 GMT 2024","3764","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Wed Apr 24 15:24:23 GMT 2024","Wed Apr 24 15:24:27 GMT 2024","3921","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Wed Apr 24 15:21:57 GMT 2024","Wed Apr 24 15:21:59 GMT 2024","1931","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Wed Apr 24 15:23:49 GMT 2024","Wed Apr 24 15:23:49 GMT 2024","185","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Wed Apr 24 15:24:48 GMT 2024","Wed Apr 24 15:24:52 GMT 2024","3949","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Wed Apr 24 15:21:59 GMT 2024","Wed Apr 24 15:22:02 GMT 2024","2293","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Wed Apr 24 15:25:26 GMT 2024","Wed Apr 24 15:25:29 GMT 2024","2580","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Wed Apr 24 15:21:50 GMT 2024","Wed Apr 24 15:21:52 GMT 2024","1984","chromium","login.spec.ts","Login form","","","should login with right creds",""
"failed","Wed Apr 24 15:23:57 GMT 2024","Wed Apr 24 15:24:00 GMT 2024","3615","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Wed Apr 24 15:23:49 GMT 2024","Wed Apr 24 15:23:49 GMT 2024","327","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Wed Apr 24 15:25:03 GMT 2024","Wed Apr 24 15:25:03 GMT 2024","234","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Wed Apr 24 15:24:27 GMT 2024","Wed Apr 24 15:24:30 GMT 2024","2689","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Wed Apr 24 15:23:10 GMT 2024","Wed Apr 24 15:23:14 GMT 2024","3692","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Wed Apr 24 15:23:14 GMT 2024","Wed Apr 24 15:23:16 GMT 2024","2189","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Wed Apr 24 15:27:24 GMT 2024","Wed Apr 24 15:27:28 GMT 2024","3880","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"failed","Wed Apr 24 15:25:18 GMT 2024","Wed Apr 24 15:25:21 GMT 2024","2450","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Wed Apr 24 15:24:52 GMT 2024","Wed Apr 24 15:24:54 GMT 2024","2409","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Wed Apr 24 15:23:16 GMT 2024","Wed Apr 24 15:23:19 GMT 2024","2797","chromium","registration.spec.ts","Registration page","","","should have validation",""
"failed","Wed Apr 24 15:21:42 GMT 2024","Wed Apr 24 15:21:42 GMT 2024","238","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Wed Apr 24 15:24:19 GMT 2024","Wed Apr 24 15:24:22 GMT 2024","2538","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Wed Apr 24 15:24:17 GMT 2024","Wed Apr 24 15:24:19 GMT 2024","2410","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Wed Apr 24 15:22:04 GMT 2024","Wed Apr 24 15:22:06 GMT 2024","1991","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"failed","Wed Apr 24 15:23:26 GMT 2024","Wed Apr 24 15:23:28 GMT 2024","2216","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Wed Apr 24 15:23:44 GMT 2024","Wed Apr 24 15:23:47 GMT 2024","3299","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Wed Apr 24 15:24:14 GMT 2024","Wed Apr 24 15:24:17 GMT 2024","3387","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
