"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 30 01:24:29 GMT 2024","Sun Jun 30 01:24:30 GMT 2024","298","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Jun 30 01:24:52 GMT 2024","Sun Jun 30 01:24:56 GMT 2024","3901","webkit","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun Jun 30 01:21:25 GMT 2024","Sun Jun 30 01:21:28 GMT 2024","2899","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Jun 30 01:20:30 GMT 2024","Sun Jun 30 01:20:33 GMT 2024","2565","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jun 30 01:21:51 GMT 2024","Sun Jun 30 01:21:51 GMT 2024","255","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jun 30 01:25:05 GMT 2024","Sun Jun 30 01:25:09 GMT 2024","4034","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jun 30 01:21:33 GMT 2024","Sun Jun 30 01:21:35 GMT 2024","2472","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jun 30 01:21:30 GMT 2024","Sun Jun 30 01:21:33 GMT 2024","3336","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jun 30 01:22:25 GMT 2024","Sun Jun 30 01:22:28 GMT 2024","3242","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jun 30 01:24:29 GMT 2024","Sun Jun 30 01:24:29 GMT 2024","378","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jun 30 01:21:10 GMT 2024","Sun Jun 30 01:21:13 GMT 2024","3184","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Jun 30 01:22:01 GMT 2024","Sun Jun 30 01:22:05 GMT 2024","4484","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jun 30 01:25:20 GMT 2024","Sun Jun 30 01:25:24 GMT 2024","4489","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 30 01:20:22 GMT 2024","Sun Jun 30 01:20:23 GMT 2024","117","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jun 30 01:24:56 GMT 2024","Sun Jun 30 01:25:01 GMT 2024","4336","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jun 30 01:20:51 GMT 2024","Sun Jun 30 01:21:10 GMT 2024","18803","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jun 30 01:20:42 GMT 2024","Sun Jun 30 01:20:45 GMT 2024","2949","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jun 30 01:21:36 GMT 2024","Sun Jun 30 01:21:41 GMT 2024","4862","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Jun 30 01:20:45 GMT 2024","Sun Jun 30 01:20:48 GMT 2024","2423","chromium","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun Jun 30 01:23:38 GMT 2024","Sun Jun 30 01:23:44 GMT 2024","5619","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun Jun 30 01:24:28 GMT 2024","Sun Jun 30 01:24:29 GMT 2024","453","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sun Jun 30 01:24:03 GMT 2024","Sun Jun 30 01:24:08 GMT 2024","4703","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"failed","Sun Jun 30 01:20:39 GMT 2024","Sun Jun 30 01:20:42 GMT 2024","2586","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jun 30 01:25:16 GMT 2024","Sun Jun 30 01:25:20 GMT 2024","4231","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jun 30 01:21:13 GMT 2024","Sun Jun 30 01:21:17 GMT 2024","3456","chromium","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jun 30 01:22:28 GMT 2024","Sun Jun 30 01:22:31 GMT 2024","3122","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jun 30 01:25:10 GMT 2024","Sun Jun 30 01:25:16 GMT 2024","5978","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Jun 30 01:23:44 GMT 2024","Sun Jun 30 01:23:47 GMT 2024","3601","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jun 30 01:20:22 GMT 2024","Sun Jun 30 01:20:22 GMT 2024","259","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun Jun 30 01:22:16 GMT 2024","Sun Jun 30 01:22:20 GMT 2024","4370","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
