"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 05 01:32:49 GMT 2024","Sun May 05 01:33:19 GMT 2024","30131","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun May 05 01:21:08 GMT 2024","Sun May 05 01:21:14 GMT 2024","5702","firefox","dashboard.spec.ts","","","","Create login context",""
"failed","Sun May 05 01:35:23 GMT 2024","Sun May 05 01:35:31 GMT 2024","8317","webkit","registration.spec.ts","Registration page","","","should have validation",""
"broken","Sun May 05 01:24:32 GMT 2024","Sun May 05 01:25:03 GMT 2024","30842","firefox","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun May 05 01:14:13 GMT 2024","Sun May 05 01:14:13 GMT 2024","44","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun May 05 01:14:12 GMT 2024","Sun May 05 01:14:12 GMT 2024","240","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"failed","Sun May 05 01:28:21 GMT 2024","Sun May 05 01:28:21 GMT 2024","322","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun May 05 01:26:39 GMT 2024","Sun May 05 01:26:55 GMT 2024","15855","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun May 05 01:27:48 GMT 2024","Sun May 05 01:27:53 GMT 2024","4689","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun May 05 01:20:56 GMT 2024","Sun May 05 01:21:05 GMT 2024","9598","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun May 05 01:34:56 GMT 2024","Sun May 05 01:35:01 GMT 2024","4990","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun May 05 01:35:54 GMT 2024","Sun May 05 01:35:59 GMT 2024","5153","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun May 05 01:20:52 GMT 2024","Sun May 05 01:20:54 GMT 2024","2798","chromium","registration.spec.ts","Registration page","","","should show message if user already exist",""
"broken","Sun May 05 01:15:40 GMT 2024","Sun May 05 01:16:10 GMT 2024","30159","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
"failed","Sun May 05 01:14:25 GMT 2024","Sun May 05 01:14:28 GMT 2024","2612","chromium","login.spec.ts","Login form","","","should login with right creds",""
"broken","Sun May 05 01:22:57 GMT 2024","Sun May 05 01:23:28 GMT 2024","30859","firefox","login.spec.ts","Login form","","","should show errors, if fields empty",""
"broken","Sun May 05 01:18:44 GMT 2024","Sun May 05 01:19:14 GMT 2024","30168","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun May 05 01:21:23 GMT 2024","Sun May 05 01:21:24 GMT 2024","987","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"broken","Sun May 05 01:26:07 GMT 2024","Sun May 05 01:26:37 GMT 2024","30846","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun May 05 01:28:21 GMT 2024","Sun May 05 01:28:22 GMT 2024","242","webkit","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun May 05 01:21:34 GMT 2024","Sun May 05 01:21:38 GMT 2024","4481","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun May 05 01:19:47 GMT 2024","Sun May 05 01:20:09 GMT 2024","22299","chromium","registration.spec.ts","Registration page","","","should register with right data",""
"broken","Sun May 05 01:31:17 GMT 2024","Sun May 05 01:31:48 GMT 2024","30142","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"passed","Sun May 05 01:28:22 GMT 2024","Sun May 05 01:28:22 GMT 2024","130","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
