"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Aug 25 01:30:43 GMT 2024","Sun Aug 25 01:30:47 GMT 2024","4130","webkit","login.spec.ts","Login form","","","should login with right creds",""
"failed","Sun Aug 25 01:30:05 GMT 2024","Sun Aug 25 01:30:11 GMT 2024","5888","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Aug 25 01:31:26 GMT 2024","Sun Aug 25 01:31:31 GMT 2024","5083","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Aug 25 01:29:46 GMT 2024","Sun Aug 25 01:29:51 GMT 2024","5091","firefox","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sun Aug 25 01:24:32 GMT 2024","Sun Aug 25 01:24:32 GMT 2024","322","chromium","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Aug 25 01:30:18 GMT 2024","Sun Aug 25 01:30:23 GMT 2024","4332","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Aug 25 01:31:08 GMT 2024","Sun Aug 25 01:31:13 GMT 2024","5244","webkit","login.spec.ts","Login form","","","should show error, if email field filled, but it is not an email",""
"failed","Sun Aug 25 01:24:45 GMT 2024","Sun Aug 25 01:24:49 GMT 2024","3366","chromium","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Aug 25 01:27:34 GMT 2024","Sun Aug 25 01:27:35 GMT 2024","266","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Aug 25 01:24:32 GMT 2024","Sun Aug 25 01:24:33 GMT 2024","221","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"failed","Sun Aug 25 01:24:57 GMT 2024","Sun Aug 25 01:25:00 GMT 2024","3352","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"failed","Sun Aug 25 01:28:04 GMT 2024","Sun Aug 25 01:28:10 GMT 2024","5434","firefox","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Aug 25 01:31:57 GMT 2024","Sun Aug 25 01:32:03 GMT 2024","6117","webkit","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Aug 25 01:27:15 GMT 2024","Sun Aug 25 01:27:18 GMT 2024","3346","chromium","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Aug 25 01:29:31 GMT 2024","Sun Aug 25 01:29:42 GMT 2024","10688","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Aug 25 01:24:10 GMT 2024","Sun Aug 25 01:24:30 GMT 2024","20736","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 25 01:26:48 GMT 2024","Sun Aug 25 01:26:52 GMT 2024","3874","chromium","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Aug 25 01:25:01 GMT 2024","Sun Aug 25 01:25:05 GMT 2024","3883","chromium","login.spec.ts","Login form","","","should show errors, if fields empty",""
