"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 07 01:25:14 GMT 2024","Sun Jul 07 01:25:18 GMT 2024","3616","webkit","login.spec.ts","Login form","","","should show errors, if fields empty",""
"passed","Sun Jul 07 01:22:07 GMT 2024","Sun Jul 07 01:22:10 GMT 2024","2994","chromium","registration.spec.ts","Registration page","","","should have validation",""
"failed","Sun Jul 07 01:24:58 GMT 2024","Sun Jul 07 01:25:02 GMT 2024","4069","webkit","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jul 07 01:24:49 GMT 2024","Sun Jul 07 01:24:50 GMT 2024","300","webkit","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"failed","Sun Jul 07 01:24:25 GMT 2024","Sun Jul 07 01:24:29 GMT 2024","3973","firefox","registration.spec.ts","Registration page","","","should show message if user already exist",""
"passed","Sun Jul 07 01:23:15 GMT 2024","Sun Jul 07 01:23:17 GMT 2024","2745","firefox","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jul 07 01:22:42 GMT 2024","Sun Jul 07 01:22:42 GMT 2024","263","firefox","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"failed","Sun Jul 07 01:21:08 GMT 2024","Sun Jul 07 01:21:11 GMT 2024","2337","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
"passed","Sun Jul 07 01:27:04 GMT 2024","Sun Jul 07 01:27:07 GMT 2024","3163","webkit","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"passed","Sun Jul 07 01:20:53 GMT 2024","Sun Jul 07 01:20:53 GMT 2024","117","chromium","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jul 07 01:24:31 GMT 2024","Sun Jul 07 01:24:35 GMT 2024","4159","firefox","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jul 07 01:20:53 GMT 2024","Sun Jul 07 01:20:53 GMT 2024","112","chromium","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Jul 07 01:24:50 GMT 2024","Sun Jul 07 01:24:50 GMT 2024","290","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Jul 07 01:24:11 GMT 2024","Sun Jul 07 01:24:15 GMT 2024","3389","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Jul 07 01:23:51 GMT 2024","Sun Jul 07 01:24:08 GMT 2024","17710","firefox","registration.spec.ts","Registration page","","","should register with right data",""
"failed","Sun Jul 07 01:22:51 GMT 2024","Sun Jul 07 01:22:54 GMT 2024","3820","firefox","login.spec.ts","Login form","","","should login with right creds",""
"passed","Sun Jul 07 01:24:35 GMT 2024","Sun Jul 07 01:24:37 GMT 2024","2703","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Jul 07 01:22:37 GMT 2024","Sun Jul 07 01:22:40 GMT 2024","3481","firefox","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Jul 07 01:22:22 GMT 2024","Sun Jul 07 01:22:25 GMT 2024","2965","chromium","registration.spec.ts","Registration page","","","should have terms and privacy links",""
"passed","Sun Jul 07 01:21:16 GMT 2024","Sun Jul 07 01:21:18 GMT 2024","2102","chromium","login.spec.ts","Login form","","","should do password visible on eye button click",""
"passed","Sun Jul 07 01:22:41 GMT 2024","Sun Jul 07 01:22:42 GMT 2024","1108","firefox","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Jul 07 01:26:36 GMT 2024","Sun Jul 07 01:26:40 GMT 2024","3686","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"passed","Sun Jul 07 01:24:08 GMT 2024","Sun Jul 07 01:24:11 GMT 2024","2995","firefox","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
