"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 04 01:24:28 GMT 2024","Sun Aug 04 01:24:31 GMT 2024","3720","firefox","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 04 01:21:55 GMT 2024","Sun Aug 04 01:22:01 GMT 2024","5628","chromium","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 04 01:29:50 GMT 2024","Sun Aug 04 01:29:54 GMT 2024","4058","webkit","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Aug 04 01:28:05 GMT 2024","Sun Aug 04 01:28:08 GMT 2024","3342","webkit","login.spec.ts","Login form","","","should do password visible on eye button click",""
"broken","Sun Aug 04 01:29:14 GMT 2024","Sun Aug 04 01:29:45 GMT 2024","30905","webkit","registration.spec.ts","Registration page","","","should register with right data",""
"passed","Sun Aug 04 01:22:03 GMT 2024","Sun Aug 04 01:22:03 GMT 2024","240","chromium","dashboard.spec.ts","Dashboard page","","","should have words cloud",""
"passed","Sun Aug 04 01:24:41 GMT 2024","Sun Aug 04 01:24:42 GMT 2024","226","firefox","dashboard.spec.ts","Dashboard page","","","should have new urls report",""
"passed","Sun Aug 04 01:27:34 GMT 2024","Sun Aug 04 01:27:34 GMT 2024","282","webkit","dashboard.spec.ts","Dashboard page","","","should have shipping countries report",""
"passed","Sun Aug 04 01:29:46 GMT 2024","Sun Aug 04 01:29:50 GMT 2024","3703","webkit","registration.spec.ts","Registration page","","","should have disabled submit button if form is empty",""
"failed","Sun Aug 04 01:27:33 GMT 2024","Sun Aug 04 01:27:33 GMT 2024","447","webkit","dashboard.spec.ts","Dashboard page","","","should have segments analisis",""
"passed","Sun Aug 04 01:27:00 GMT 2024","Sun Aug 04 01:27:03 GMT 2024","3329","firefox","registration.spec.ts","Registration page","","","should have validation",""
"passed","Sun Aug 04 01:27:27 GMT 2024","Sun Aug 04 01:27:31 GMT 2024","3839","webkit","dashboard.spec.ts","","","","Create login context",""
"passed","Sun Aug 04 01:27:23 GMT 2024","Sun Aug 04 01:27:26 GMT 2024","2695","firefox","registration.spec.ts","Registration page","","","should have google terms and privacy links",""
"failed","Sun Aug 04 01:22:18 GMT 2024","Sun Aug 04 01:22:20 GMT 2024","2181","chromium","login.spec.ts","Login form","","","should show error alert, if creds wrong",""
